timestamp,linha_producao,turno,produto_quimico,tipo_valvula,status_sensor,vazao_setpoint_l_min,pressao_linha_bar,temperatura_produto_c,abertura_valvula_pct,vibracao_bomba_mm_s,ph_produto,consumo_energia_kwh,tempo_resposta_seg,erro_vazao_pct,leituras_invalidas,horas_operacao_bomba,status_instrumentacao
2026-03-01 18:00:00,Linha_B,Tarde,Solvente_X,Globo,Manutenção,95.17,5.38,,60.82,2.21,7.65,36.15,1.24,3.99,1,2917,Alerta
2026-03-02 19:00:00,Linha_C,Tarde,Base_Z,Esfera,OK,122.64,4.75,35.88,40.54,2.77,5.65,23.6,2.21,5.73,0,1638,Normal
2026-03-01 17:00:00,Linha_B,Manhã,Ácido_Y,Borboleta,OK,105.63,4.77,43.72,23.17,3.41,2.98,26.77,2.57,4.66,1,1689,Normal
2026-03-07 22:00:00,Linha_A,Manhã,Solvente_X,Globo,OK,129.41,4.5,37.03,62.27,3.43,9.94,28.19,1.29,5.69,0,1875,Normal
2026-03-04 18:00:00,Linha_A,Tarde,Base_Z,Esfera,OK,153.24,5.62,43.19,46.31,2.95,5.73,28.08,1.53,4.12,0,1625,Normal
2026-03-05 21:00:00,Linha_A,Noite,Solvente_X,Globo,OK,107.74,3.73,41.89,,4.4,8.41,29.87,2.07,7.71,0,1463,Alerta
2026-03-05 19:00:00,linha_a,Manhã,Ácido_Y,Globo,OK,94.25,4.03,36.24,70.35,3.18,8.0,32.53,1.14,2.29,3,2392,Normal
2026-03-01 19:00:00,Linha_A,Manhã,Solvente_X,Globo,Instável,106.84,4.84,41.9,52.34,1.15,7.05,15.82,1.34,4.28,4,2805,Alerta
2026-03-04 06:00:00,Linha_A,Tarde,Aditivo_W,Globo,OK,93.94,4.29,28.4,62.86,4.25,7.42,15.29,1.41,3.4,2,3413,Normal
2026-03-10 03:00:00,Linha_C,Manhã,Ácido_Y,Globo,OK,96.91,5.47,24.93,49.54,2.21,7.0,20.1,1.8,2.82,4,1558,Normal
2026-03-09 11:00:00,Linha_C,Tarde,Solvente_X,Borboleta,OK,141.11,5.11,46.46,58.43,3.22,6.39,16.04,1.91,4.42,2,2037,Normal
2026-03-04 00:00:00,Linha_A,Noite,Aditivo_W,Globo,OK,109.94,3.92,37.81,58.18,3.04,9.14,18.61,1.42,4.67,1,2298,Normal
2026-03-03 20:00:00,Linha_A,Manhã,Aditivo_W,Borboleta,OK,122.39,4.68,38.84,,2.16,,35.86,2.04,2.68,0,1216,Normal
2026-03-06 16:00:00,Linha_B,Manhã,Solvente_X,Globo,Instável,123.75,3.8,40.15,,1.8,7.22,22.08,2.04,7.89,3,1196,Alerta
2026-03-06 11:00:00,Linha_A,Noite,Base_Z,Borboleta,OK,99.15,4.83,,62.71,1.3,5.21,42.66,2.04,2.76,2,1905,Normal
2026-03-01 01:00:00,Linha_C,Tarde,Aditivo_W,Esfera,Manutenção,109.73,,37.31,52.81,1.35,8.59,36.54,1.08,5.17,0,2404,Alerta
2026-03-08 10:00:00,Linha_C,Noite,Base_Z,,OK,127.19,3.21,37.06,70.68,3.37,7.67,28.1,1.65,2.47,3,2666,Normal
2026-03-02 22:00:00,Linha_A,Noite,Solvente_X,,OK,126.64,5.68,39.12,54.62,1.53,5.92,21.85,2.67,0.56,1,2537,Normal
2026-03-08 13:00:00,Linha_A,Noite,Solvente_X,Borboleta,OK,148.33,3.83,42.54,89.9,2.31,6.05,25.57,1.24,1.38,0,2922,Normal
2026-03-06 13:00:00,Linha_A,Manhã,Base_Z,Globo,OK,135.79,4.27,30.28,72.74,3.81,6.61,22.9,2.1,0.62,1,2355,Normal
2026-03-04 02:00:00,Linha_B,Manhã,Solvente_X,Globo,OK,148.18,6.08,34.9,40.1,1.38,7.07,22.87,2.14,5.39,1,1535,Normal
2026-03-08 00:00:00,Linha_A,Noite,Ácido_Y,Borboleta,OK,119.56,4.33,36.54,38.73,3.86,6.77,26.95,1.34,0.49,1,2598,Normal
2026-03-09 08:00:00,Linha_B,Noite,Solvente_X,Esfera,OK,110.09,5.77,,45.36,5.18,5.16,30.7,2.22,8.08,2,249,Falha
2026-03-04 10:00:00,Linha_A,Tarde,Aditivo_W,Globo,OK,101.62,4.25,33.32,66.14,0.86,7.31,29.32,1.68,6.2,3,1344,Normal
2026-03-01 07:00:00,Linha_C,Tarde,Base_Z,Globo,OK,92.72,4.52,105.3,,2.65,7.17,21.86,1.89,5.47,1,2332,Normal
2026-03-06 22:00:00,Linha_B,Tarde,Ácido_Y,Borboleta,OK,152.36,4.26,36.26,58.03,2.29,7.67,29.03,2.29,,1,2654,Normal
2026-03-02 20:00:00,Linha_A,Noite,Ácido_Y,Globo,OK,141.72,4.96,35.28,81.87,2.41,6.59,36.6,1.58,3.93,2,1493,Normal
2026-03-02 03:00:00,Linha_B,Noite,Aditivo_W,Globo,OK,110.44,2.5,41.71,86.9,3.47,5.01,22.85,2.38,2.95,1,2321,Normal
2026-03-08 17:00:00,Linha_B,Noite,Ácido_Y,Esfera,OK,138.85,4.76,34.94,58.23,2.38,4.89,26.45,2.68,4.25,6,2505,Alerta
2026-03-06 18:00:00,Linha_A,Noite,Ácido_Y,Borboleta,OK,115.55,4.23,,58.5,2.52,7.61,25.38,2.08,2.34,1,2248,Normal
2026-03-05 11:00:00,Linha_C,Tarde,Base_Z,Globo,Instável,143.92,5.91,,29.11,1.11,6.62,19.93,2.28,2.24,1,1119,Normal
2026-03-04 17:00:00,Linha_B,Manhã,Aditivo_W,Esfera,OK,118.21,3.48,33.76,,2.21,7.0,17.57,1.42,6.06,2,3161,Alerta
2026-03-09 13:00:00,Linha_A,Tarde,Aditivo_W,Esfera,OK,113.33,4.55,42.15,47.16,2.89,7.52,25.56,1.55,0.0,2,1480,Normal
2026-03-07 11:00:00,LINHA_B,Manhã,Ácido_Y,Esfera,OK,110.37,6.57,38.15,64.84,2.79,7.58,29.09,2.84,,1,3733,Normal
2026-03-01 23:00:00,Linha_A,Tarde,Ácido_Y,Esfera,OK,124.03,3.2,35.86,45.41,3.66,8.03,24.11,1.97,5.85,1,2394,Normal
2026-03-05 00:00:00,Linha_B,Tarde,Base_Z,Esfera,OK,115.66,5.41,41.22,49.75,3.44,7.87,26.09,1.79,1.45,2,1936,Normal
2026-03-04 07:00:00,Linha_A,Manhã,Solvente_X,Esfera,,80.42,3.74,26.71,71.27,3.61,7.46,23.93,1.11,3.16,0,2702,Normal
2026-03-10 01:00:00,Linha_B,Noite,Ácido_Y,Globo,,128.59,6.79,36.64,48.71,3.94,6.7,18.42,1.23,1.19,2,2243,Normal
2026-03-09 00:00:00,Linha_C,Noite,Ácido_Y,Globo,OK,131.74,,28.07,67.11,0.52,4.72,,1.14,3.3,1,2222,Normal
2026-03-05 18:00:00,Linha_B,Manhã,Aditivo_W,Globo,Instável,119.28,5.24,35.74,56.22,3.67,8.65,20.41,1.12,1.64,1,2580,Normal
2026-03-08 03:00:00,Linha_A,Tarde,Base_Z,Esfera,OK,127.85,3.82,42.12,76.38,3.2,7.51,30.58,1.6,2.62,3,3045,Normal
2026-03-03 22:00:00,Linha_C,Manhã,Base_Z,Esfera,OK,141.51,4.66,46.38,62.72,1.18,2.87,33.7,2.23,4.34,2,3073,Normal
2026-03-03 19:00:00,Linha_C,Tarde,Base_Z,Borboleta,Instável,101.52,5.9,42.06,75.68,2.75,7.16,27.51,2.17,2.74,3,1667,Normal
2026-03-07 01:00:00,Linha_A,Tarde,Solvente_X,Esfera,OK,130.31,6.52,43.14,75.52,2.07,7.86,17.4,1.83,5.06,3,2017,Normal
2026-03-07 08:00:00,Linha_A,Manhã,Solvente_X,Globo,OK,136.11,4.84,34.3,37.01,2.07,5.63,17.45,1.11,3.42,2,2777,Normal
2026-03-05 06:00:00,Linha_A,Tarde,Solvente_X,Globo,OK,126.17,3.45,28.57,60.38,1.77,,28.08,1.66,5.06,0,2355,Normal
2026-03-02 00:00:00,Linha_B,Manhã,Aditivo_W,Globo,Instável,119.7,5.53,33.73,,4.25,5.8,20.15,2.0,0.92,1,2356,Alerta
2026-03-02 13:00:00,Linha_A,Noite,Ácido_Y,Borboleta,OK,129.13,4.97,46.53,51.33,4.33,7.78,4.1,1.29,7.3,0,559,Alerta
2026-03-04 02:00:00,Linha_B,Manhã,Solvente_X,Globo,OK,148.18,6.08,34.9,40.1,1.38,7.07,22.87,2.14,5.39,1,1535,Normal
2026-03-06 09:00:00,Linha_B,Tarde,Solvente_X,Esfera,Manutenção,119.14,5.23,32.13,63.14,1.23,3.81,25.5,1.64,4.9,3,3019,Alerta
2026-03-06 20:00:00,Linha_C,Tarde,Ácido_Y,Esfera,OK,101.97,4.56,36.83,61.09,3.98,8.15,28.0,1.59,3.32,1,3681,Normal
2026-03-02 10:00:00,Linha_C,Manhã,Ácido_Y,,OK,130.63,4.3,29.53,68.79,2.91,5.97,22.12,2.36,3.54,0,1861,Normal
2026-03-06 12:00:00,Linha_A,Tarde,Ácido_Y,Borboleta,OK,147.06,4.24,52.39,51.63,3.73,6.14,27.64,2.01,4.1,1,1729,Normal
2026-03-06 05:00:00,Linha_B,Tarde,Ácido_Y,Esfera,Instável,133.69,5.89,41.55,35.78,3.03,6.21,14.98,1.37,5.63,3,1790,Normal
2026-03-02 21:00:00,Linha_B,Noite,Aditivo_W,Globo,Manutenção,105.3,5.64,39.19,50.12,2.18,5.83,22.52,1.0,4.88,1,3096,Alerta
2026-03-07 16:00:00,Linha_A,Manhã,Solvente_X,Esfera,Instável,151.25,4.16,41.96,84.08,2.72,7.76,29.34,1.37,2.27,1,1915,Normal
2026-03-08 08:00:00,Linha_B,Noite,Solvente_X,Esfera,Instável,115.37,5.06,46.38,65.56,4.36,,30.36,1.82,4.99,2,2627,Alerta
2026-03-04 20:00:00,Linha_C,Manhã,Aditivo_W,Esfera,OK,92.54,5.91,47.11,57.21,1.82,6.8,13.33,1.61,3.86,3,2101,Normal
2026-03-05 13:00:00,Linha_A,Manhã,Base_Z,Borboleta,Instável,132.76,3.54,-8.0,42.97,2.88,6.67,18.11,1.49,7.2,1,1351,Alerta
2026-03-02 00:00:00,Linha_B,Manhã,Aditivo_W,Globo,Instável,119.7,5.53,33.73,,4.25,5.8,20.15,2.0,0.92,1,2356,Alerta
2026-03-04 10:00:00,Linha_A,Tarde,Aditivo_W,Globo,OK,101.62,4.25,33.32,66.14,0.86,7.31,29.32,1.68,6.2,3,1344,Normal
2026-03-03 23:00:00,Linha_A,Manhã,Ácido_Y,Esfera,Instável,92.58,4.81,36.89,67.48,1.37,7.04,24.63,2.24,4.29,4,2633,Alerta
2026-03-07 17:00:00,Linha_B,Noite,Solvente_X,Esfera,OK,123.56,6.11,25.67,49.2,2.47,6.13,27.45,2.07,2.79,3,2197,Normal
2026-03-04 04:00:00,Linha_C,Noite,Ácido_Y,Esfera,OK,110.01,4.01,36.79,35.7,2.37,,23.23,2.34,0.96,2,2940,Normal
2026-03-01 13:00:00,Linha_A,Tarde,Aditivo_W,Globo,OK,126.02,4.99,37.94,82.78,3.25,6.6,22.4,2.21,5.24,0,2035,Normal
2026-03-08 15:00:00,Linha_C,Noite,Ácido_Y,Globo,Manutenção,93.64,5.14,40.94,42.8,2.24,8.81,24.86,2.3,0.0,1,1407,Alerta
2026-03-04 09:00:00,Linha_B,Tarde,Ácido_Y,Esfera,OK,110.96,5.61,36.53,36.82,2.0,10.39,26.18,2.16,7.08,4,1361,Alerta
2026-03-04 19:00:00,Linha_B,Manhã,Aditivo_W,Borboleta,Instável,100.74,6.75,40.1,37.84,12.2,8.26,31.16,2.23,6.11,1,3440,Alerta
2026-03-04 08:00:00,Linha_C,Manhã,Ácido_Y,Globo,OK,127.92,6.11,48.3,12.47,2.56,8.18,16.49,1.95,4.33,2,3280,Normal
2026-03-08 23:00:00,Linha_C,Noite,Aditivo_W,Globo,OK,135.91,3.67,44.53,50.66,1.97,8.74,33.2,1.49,0.0,3,1501,Normal
2026-03-07 09:00:00,Linha_B,Noite,Solvente_X,Globo,Instável,131.43,4.68,42.1,45.91,3.18,7.63,,1.52,4.64,0,2388,Normal
